season,date,regular,playoffs,away_team,home_team,score_away,score_home,q1_away,q2_away,q3_away,q4_away,ot_away,q1_home,q2_home,q3_home,q4_home,ot_home,whos_favored,spread,total,away_ml,home_ml,h2_spread,h2_total,id_spread,id_total,home_won,home_elo_before,away_elo_before,home_elo_after,away_elo_after,elo_diff,elo_prob_home
2023,2022-10-18,True,False,phi,bos,117,126,29,34,25,29,0,24,39,35,28,0,home,3.0,216.0,135.0,-155.0,2.0,107.0,1.0,1,True,1770.254166099022,1638.1429192309636,1788.8813190677731,1619.5157662622125,132.11124686805852,0.7918544067035971
2023,2022-10-18,True,False,lal,gs,109,123,22,30,19,38,0,25,34,32,32,0,home,7.5,223.5,260.0,-310.0,2.0,114.0,1.0,1,True,1636.8907565040513,1401.758698557448,1649.1272993512669,1389.5221557102325,235.13205794660325,0.873158099112974
2023,2022-10-19,True,False,chi,mia,116,108,28,31,37,20,0,33,26,27,22,0,home,7.5,216.0,250.0,-300.0,5.5,111.0,0.0,1,False,1583.640731860467,1404.834560954921,1515.347588340392,1473.127704474996,178.80617090554597,0.8327073146813517
2023,2022-10-19,True,False,por,sac,115,108,32,19,33,31,0,23,32,29,24,0,home,4.0,230.0,140.0,-160.0,1.0,112.0,0.0,0,False,1388.4672096249321,1123.3867153381113,1324.0226614846304,1187.8312634784131,265.0804942868208,0.8910559002294267
2023,2022-10-19,True,False,den,utah,102,123,30,23,27,22,0,37,38,19,29,0,away,7.0,225.5,-260.0,220.0,10.0,109.5,0.0,0,True,1525.2239957082056,1520.1809566190673,1573.0303185001435,1472.3746338271294,5.043039089138347,0.6467254488979947
2023,2022-10-19,True,False,okc,min,108,115,22,30,35,21,0,35,30,22,28,0,home,11.0,226.5,475.0,-650.0,2.0,110.0,0.0,0,True,1569.2739573135268,1304.6168242680944,1577.1729785231312,1296.71780305849,264.6571330454324,0.8908190960652508
2023,2022-10-19,True,False,cha,sa,129,102,38,30,30,31,0,22,25,28,27,0,away,1.0,221.5,-120.0,100.0,5.5,108.5,1.0,1,False,1482.7978968382365,1605.5951503177364,1414.2926997924758,1674.1003473634971,-122.79725347949989,0.46723911804941987
2023,2022-10-19,True,False,dal,phx,105,107,32,30,19,24,0,24,21,31,31,0,home,4.0,218.0,160.0,-180.0,7.0,106.5,0.0,0,True,1625.9041162169488,1639.8994946707803,1644.2099288837062,1621.5936820040229,-13.995378453831563,0.621302982623523
2023,2022-10-19,True,False,cle,tor,105,108,22,35,27,21,0,28,23,25,32,0,home,2.5,216.5,125.0,-145.0,4.0,105.5,1.0,0,True,1627.1970137292758,1450.0987971929148,1635.9372871465343,1441.3585237756563,177.09821653636095,0.8313332071056462
2023,2022-10-19,True,False,no,bkn,130,108,32,26,40,32,0,14,36,28,30,0,home,3.0,232.5,130.0,-150.0,4.5,118.0,0.0,1,False,1590.8556909652837,1472.97814778022,1494.8362946861773,1568.9975440593264,117.87754318506359,0.7780267379257948
2023,2022-10-19,True,False,ny,mem,112,115,23,23,33,29,4,25,36,24,23,7,home,4.5,227.0,165.0,-185.0,2.5,110.0,0.0,2,True,1595.3524428714472,1559.168729151259,1613.8055827579028,1540.7155892648034,36.18371372018828,0.6865278931961273
2023,2022-10-19,True,False,wsh,ind,114,107,36,24,27,27,0,25,27,25,30,0,away,2.5,229.0,-135.0,115.0,1.0,111.5,1.0,0,False,1294.4759794357822,1410.0106546304569,1250.7723930945097,1453.7142409717294,-115.53467519467472,0.47765869154254964
2023,2022-10-19,True,False,hou,atl,107,117,20,30,30,27,0,26,33,25,33,0,home,10.5,235.0,400.0,-500.0,2.5,113.5,0.0,0,True,1608.4745695570925,1282.9671228828565,1614.8010881890398,1276.6406042509093,325.507446674236,0.9205188622431247
2023,2022-10-19,True,False,orl,det,109,113,28,27,28,26,0,17,40,34,22,0,home,4.0,216.5,155.0,-175.0,2.0,106.0,2.0,1,True,1392.9502233021726,1336.997276445021,1412.365986040236,1317.5815137069576,55.952946857151574,0.7104843006998216
2023,2022-10-20,True,False,mil,phi,90,88,30,17,26,17,0,24,21,18,25,0,home,4.0,224.5,155.0,-175.0,4.0,114.0,0.0,0,False,1619.5157662622125,1574.6702835827268,1587.2623404585347,1606.9237093864047,44.84548267948571,0.6971573179496046
2023,2022-10-20,True,False,lac,lal,103,97,35,21,29,18,0,23,33,21,20,0,away,5.0,227.0,-190.0,170.0,3.5,115.5,1.0,0,False,1389.5221557102325,1582.9349183509776,1357.9526336959148,1614.5044403652955,-193.4127626407451,0.368716478012802
2023,2022-10-21,True,False,sa,ind,137,134,36,34,32,35,0,26,29,30,49,0,home,1.5,232.5,105.0,-125.0,4.0,112.5,0.0,1,False,1250.7723930945097,1414.2926997924758,1225.7885295352335,1439.276563351752,-163.52030669796613,0.40959200067289026
2023,2022-10-21,True,False,mem,hou,129,122,26,36,33,34,0,32,38,30,22,0,away,7.0,230.5,-270.0,230.0,6.5,116.5,2.0,1,False,1276.6406042509093,1613.8055827579028,1258.0312225007963,1632.4149645080158,-337.1649785069935,0.20339138458255895
2023,2022-10-21,True,False,phx,por,111,113,28,25,26,23,9,25,22,28,27,11,away,5.5,224.0,-200.0,175.0,1.5,114.5,0.0,2,True,1187.8312634784131,1644.2099288837062,1230.6642601089661,1601.3769322531532,-456.3786654052931,0.11390286983853239
2023,2022-10-21,True,False,den,gs,128,123,40,30,28,30,0,34,18,36,35,0,home,5.5,229.5,195.0,-230.0,9.0,111.5,0.0,1,False,1649.1272993512669,1472.3746338271294,1593.4502136975902,1528.051719480806,176.75266552413746,0.8310541077943268
2023,2022-10-21,True,False,orl,atl,98,108,27,27,27,17,0,19,31,30,28,0,home,9.0,225.5,330.0,-400.0,8.0,110.0,1.0,0,True,1614.8010881890398,1317.5815137069576,1622.3033331582653,1310.079268737732,297.2195744820822,0.9077594579690623
2023,2022-10-21,True,False,tor,bkn,105,109,24,28,27,26,0,28,21,29,31,0,home,2.5,226.5,120.0,-140.0,2.0,109.0,1.0,0,True,1494.8362946861773,1635.9372871465343,1534.4131563518772,1596.3604254808345,-141.10099246035702,0.4411253010651724
2023,2022-10-21,True,False,bos,mia,111,104,30,29,30,22,0,22,29,26,27,0,away,2.0,221.0,-135.0,115.0,1.0,107.0,1.0,0,False,1515.347588340392,1788.8813190677731,1490.7216129884682,1813.5072944196968,-273.5337307273812,0.2691497917975301
2023,2022-10-21,True,False,no,cha,124,112,35,26,32,31,0,24,27,34,27,0,away,7.0,226.0,-250.0,210.0,1.0,115.0,1.0,1,False,1674.1003473634971,1568.9975440593264,1595.9684038106457,1647.1294876121779,105.10280330417072,0.7650676468761264
2023,2022-10-21,True,False,chi,wsh,100,102,30,20,24,26,0,26,30,21,25,0,home,2.0,221.0,110.0,-130.0,0.5,112.0,2.0,0,True,1453.7142409717294,1473.127704474996,1472.376098581211,1454.4658468655145,-19.413463503266712,0.6139373900483026
2023,2022-10-21,True,False,det,ny,106,130,20,32,29,25,0,30,42,31,27,0,home,7.5,221.0,225.0,-265.0,2.0,107.0,1.0,1,True,1540.7155892648034,1412.365986040236,1567.2928534114571,1385.7887218935823,128.34960322456732,0.7882628546122425
