season,date,regular,playoffs,away_team,home_team,score_away,score_home,q1_away,q2_away,q3_away,q4_away,ot_away,q1_home,q2_home,q3_home,q4_home,ot_home,whos_favored,spread,total,away_ml,home_ml,h2_spread,h2_total,id_spread,id_total,home_won
2023,2022-10-18,True,False,phi,bos,117,126,29,34,25,29,0,24,39,35,28,0,home,3.0,216.0,135.0,-155.0,2.0,107.0,1.0,1,True
2023,2022-10-18,True,False,lal,gs,109,123,22,30,19,38,0,25,34,32,32,0,home,7.5,223.5,260.0,-310.0,2.0,114.0,1.0,1,True
2023,2022-10-19,True,False,por,sac,115,108,32,19,33,31,0,23,32,29,24,0,home,4.0,230.0,140.0,-160.0,1.0,112.0,0.0,0,False
2023,2022-10-19,True,False,dal,phx,105,107,32,30,19,24,0,24,21,31,31,0,home,4.0,218.0,160.0,-180.0,7.0,106.5,0.0,0,True
2023,2022-10-19,True,False,den,utah,102,123,30,23,27,22,0,37,38,19,29,0,away,7.0,225.5,-260.0,220.0,10.0,109.5,0.0,0,True
2023,2022-10-19,True,False,okc,min,108,115,22,30,35,21,0,35,30,22,28,0,home,11.0,226.5,475.0,-650.0,2.0,110.0,0.0,0,True
2023,2022-10-19,True,False,cha,sa,129,102,38,30,30,31,0,22,25,28,27,0,away,1.0,221.5,-120.0,100.0,5.5,108.5,1.0,1,False
2023,2022-10-19,True,False,chi,mia,116,108,28,31,37,20,0,33,26,27,22,0,home,7.5,216.0,250.0,-300.0,5.5,111.0,0.0,1,False
2023,2022-10-19,True,False,cle,tor,105,108,22,35,27,21,0,28,23,25,32,0,home,2.5,216.5,125.0,-145.0,4.0,105.5,1.0,0,True
2023,2022-10-19,True,False,no,bkn,130,108,32,26,40,32,0,14,36,28,30,0,home,3.0,232.5,130.0,-150.0,4.5,118.0,0.0,1,False
2023,2022-10-19,True,False,ny,mem,112,115,23,23,33,29,4,25,36,24,23,7,home,4.5,227.0,165.0,-185.0,2.5,110.0,0.0,2,True
2023,2022-10-19,True,False,orl,det,109,113,28,27,28,26,0,17,40,34,22,0,home,4.0,216.5,155.0,-175.0,2.0,106.0,2.0,1,True
2023,2022-10-19,True,False,wsh,ind,114,107,36,24,27,27,0,25,27,25,30,0,away,2.5,229.0,-135.0,115.0,1.0,111.5,1.0,0,False
2023,2022-10-19,True,False,hou,atl,107,117,20,30,30,27,0,26,33,25,33,0,home,10.5,235.0,400.0,-500.0,2.5,113.5,0.0,0,True
2023,2022-10-20,True,False,mil,phi,90,88,30,17,26,17,0,24,21,18,25,0,home,4.0,224.5,155.0,-175.0,4.0,114.0,0.0,0,False
2023,2022-10-20,True,False,lac,lal,103,97,35,21,29,18,0,23,33,21,20,0,away,5.0,227.0,-190.0,170.0,3.5,115.5,1.0,0,False
2023,2022-10-21,True,False,mem,hou,129,122,26,36,33,34,0,32,38,30,22,0,away,7.0,230.5,-270.0,230.0,6.5,116.5,2.0,1,False
2023,2022-10-21,True,False,phx,por,111,113,28,25,26,23,9,25,22,28,27,11,away,5.5,224.0,-200.0,175.0,1.5,114.5,0.0,2,True
2023,2022-10-21,True,False,den,gs,128,123,40,30,28,30,0,34,18,36,35,0,home,5.5,229.5,195.0,-230.0,9.0,111.5,0.0,1,False
2023,2022-10-21,True,False,utah,min,132,126,26,29,33,32,12,41,23,23,33,6,home,8.0,227.0,265.0,-320.0,2.5,115.5,0.0,1,False
2023,2022-10-21,True,False,orl,atl,98,108,27,27,27,17,0,19,31,30,28,0,home,9.0,225.5,330.0,-400.0,8.0,110.0,1.0,0,True
2023,2022-10-21,True,False,sa,ind,137,134,36,34,32,35,0,26,29,30,49,0,home,1.5,232.5,105.0,-125.0,4.0,112.5,0.0,1,False
2023,2022-10-21,True,False,bos,mia,111,104,30,29,30,22,0,22,29,26,27,0,away,2.0,221.0,-135.0,115.0,1.0,107.0,1.0,0,False
2023,2022-10-21,True,False,tor,bkn,105,109,24,28,27,26,0,28,21,29,31,0,home,2.5,226.5,120.0,-140.0,2.0,109.0,1.0,0,True
2023,2022-10-21,True,False,no,cha,124,112,35,26,32,31,0,24,27,34,27,0,away,7.0,226.0,-250.0,210.0,1.0,115.0,1.0,1,False
2023,2022-10-21,True,False,chi,wsh,100,102,30,20,24,26,0,26,30,21,25,0,home,2.0,221.0,110.0,-130.0,0.5,112.0,2.0,0,True
2023,2022-10-21,True,False,det,ny,106,130,20,32,29,25,0,30,42,31,27,0,home,7.5,221.0,225.0,-265.0,2.0,107.0,1.0,1,True
2023,2022-10-22,True,False,lac,sac,111,109,29,23,34,25,0,26,29,25,29,0,away,2.5,225.5,-140.0,120.0,1.5,116.0,0.0,0,False
2023,2022-10-22,True,False,okc,den,117,122,29,26,30,32,0,28,27,33,34,0,home,9.0,227.0,330.0,-400.0,6.5,110.5,0.0,1,True
2023,2022-10-22,True,False,mem,dal,96,137,17,19,35,25,0,39,25,35,38,0,home,6.0,220.0,170.0,-190.0,4.5,110.5,1.0,1,True
2023,2022-10-22,True,False,hou,mil,105,125,23,25,31,26,0,41,26,31,27,0,home,13.5,227.5,650.0,-1000.0,2.0,109.5,1.0,1,True
2023,2022-10-22,True,False,tor,mia,109,112,33,17,33,26,0,38,33,21,20,0,home,3.5,216.5,140.0,-160.0,3.5,106.0,0.0,1,True
2023,2022-10-22,True,False,bos,orl,126,120,36,32,31,27,0,33,35,26,26,0,away,8.5,215.5,-360.0,300.0,5.5,106.5,0.0,1,False
2023,2022-10-22,True,False,det,ind,115,124,35,21,23,36,0,25,27,36,36,0,home,1.0,232.0,-110.0,-110.0,1.5,112.5,1.0,1,True
2023,2022-10-22,True,False,sa,phi,114,105,19,35,31,29,0,25,26,26,28,0,home,13.5,224.5,700.0,-1100.0,9.5,109.5,0.0,0,False
2023,2022-10-22,True,False,cle,chi,128,96,34,36,23,35,0,25,29,25,17,0,away,1.5,221.0,-125.0,105.0,4.0,107.0,1.0,1,False
2023,2022-10-23,True,False,phx,lac,112,95,33,28,25,26,0,18,23,31,23,0,away,1.5,219.0,-130.0,110.0,5.5,112.0,1.0,0,False
2023,2022-10-23,True,False,sac,gs,125,130,36,35,23,31,0,39,50,24,17,0,home,10.0,232.5,400.0,-500.0,0.505,114.5,0.0,1,True
2023,2022-10-23,True,False,wsh,cle,107,117,31,20,25,27,4,30,27,26,20,14,home,4.0,216.5,155.0,-175.0,0.0,105.5,1.0,1,True
2023,2022-10-23,True,False,min,okc,116,106,31,22,29,34,0,18,26,30,32,0,away,9.5,225.5,-420.0,350.0,3.0,109.5,1.0,0,False
2023,2022-10-23,True,False,cha,atl,126,109,22,37,45,22,0,30,25,29,25,0,home,10.0,227.5,400.0,-500.0,8.5,112.5,0.0,1,False
2023,2022-10-23,True,False,por,lal,106,104,32,23,23,28,0,24,24,35,21,0,home,4.0,227.0,150.0,-170.0,3.5,110.0,0.0,0,False
2023,2022-10-23,True,False,utah,no,122,121,26,37,30,17,12,24,29,31,26,11,home,8.5,231.5,280.0,-340.0,7.0,116.5,0.0,1,False
2023,2022-10-24,True,False,den,por,110,135,31,30,25,24,0,23,32,44,36,0,away,5.0,227.5,-220.0,190.0,1.0,111.5,0.0,1,True
2023,2022-10-24,True,False,bos,chi,102,120,39,15,25,23,0,30,35,35,20,0,away,5.5,225.5,-210.0,180.0,6.0,109.5,0.0,0,True
2023,2022-10-24,True,False,bkn,mem,124,134,34,35,28,27,0,39,25,45,25,0,home,1.5,235.5,100.0,-120.0,1.0,115.0,1.0,1,True
2023,2022-10-24,True,False,utah,hou,108,114,18,27,28,35,0,21,30,26,37,0,away,2.5,234.0,-135.0,115.0,3.0,119.0,0.0,0,True
2023,2022-10-24,True,False,tor,mia,98,90,27,21,23,27,0,23,20,33,14,0,home,3.5,214.0,150.0,-170.0,3.0,104.5,0.0,0,False
2023,2022-10-24,True,False,orl,ny,102,115,28,31,23,20,0,34,31,31,19,0,home,7.5,223.0,250.0,-300.0,2.5,108.5,1.0,0,True
2023,2022-10-24,True,False,ind,phi,106,120,23,23,30,30,0,33,31,26,30,0,home,12.5,228.5,550.0,-800.0,1.0,111.0,1.0,0,True
2023,2022-10-24,True,False,sa,min,115,106,39,28,36,12,0,28,29,14,35,0,home,8.5,234.5,300.0,-360.0,7.5,115.5,0.0,0,False
2023,2022-10-25,True,False,det,wsh,99,120,25,24,26,24,0,28,28,29,35,0,home,5.5,221.0,190.0,-220.0,0.5,107.0,1.0,0,True
2023,2022-10-25,True,False,dal,no,111,113,31,33,25,22,0,40,26,21,26,0,away,5.0,218.5,-210.0,180.0,4.0,107.0,0.0,1,True
2023,2022-10-25,True,False,lac,okc,94,108,18,25,25,26,0,23,26,35,24,0,away,5.5,217.5,-220.0,190.0,4.5,110.5,0.0,0,True
2023,2022-10-25,True,False,gs,phx,105,134,29,37,20,19,0,37,35,33,29,0,home,1.5,227.5,100.0,-120.0,1.5,110.5,1.0,1,True
2023,2022-10-26,True,False,ind,chi,109,124,27,30,36,16,0,38,38,27,21,0,home,7.0,233.5,240.0,-280.0,2.0,112.5,1.0,0,True
2023,2022-10-26,True,False,lal,den,99,110,22,32,17,28,0,26,28,32,24,0,home,5.0,230.5,175.0,-200.0,3.5,117.5,1.0,0,True
2023,2022-10-26,True,False,hou,utah,101,109,21,28,26,26,0,22,39,28,20,0,home,8.5,232.5,300.0,-360.0,1.5,112.5,0.0,0,True
2023,2022-10-26,True,False,sa,min,122,134,28,25,41,28,0,39,29,34,32,0,home,9.5,235.0,375.0,-450.0,0.5,113.0,1.0,1,True
2023,2022-10-26,True,False,mia,por,119,98,28,33,33,25,0,31,25,25,17,0,away,2.5,220.5,-140.0,120.0,0.5,108.5,1.0,0,False
2023,2022-10-26,True,False,bkn,mil,99,110,20,35,21,23,0,25,18,35,32,0,home,3.0,230.0,140.0,-160.0,4.5,111.5,1.0,0,True
2023,2022-10-26,True,False,orl,cle,92,103,24,26,19,23,0,30,24,19,30,0,home,9.0,215.5,325.0,-390.0,3.5,104.5,1.0,0,True
2023,2022-10-26,True,False,phi,tor,109,119,27,26,26,30,0,35,28,26,30,0,home,1.0,211.5,-105.0,-115.0,3.0,103.0,1.0,1,True
