season,date,regular,playoffs,away_team,home_team,score_away,score_home,q1_away,q2_away,q3_away,q4_away,ot_away,q1_home,q2_home,q3_home,q4_home,ot_home,whos_favored,spread,total,away_ml,home_ml,h2_spread,h2_total,id_spread,id_total,home_won
2017,2016-10-25,True,False,sa,gs,129,100,31,33,33,32,0,20,26,31,23,0,home,8.0,212.0,325.0,-400.0,10.5,110.0,0.0,1,False
2017,2016-10-25,True,False,ny,cle,88,117,18,27,19,24,0,28,20,34,35,0,home,9.0,206.0,355.0,-450.0,5.0,103.5,1.0,0,True
2017,2016-10-25,True,False,utah,por,104,113,26,20,37,21,0,26,28,23,36,0,home,5.5,192.0,195.0,-235.0,0.0,99.5,1.0,1,True
2017,2016-10-26,True,False,den,no,107,102,30,30,25,22,0,24,24,29,25,0,home,1.5,206.0,105.0,-125.0,3.5,101.0,0.0,1,False
2017,2016-10-26,True,False,okc,phi,103,97,23,28,18,34,0,24,27,24,22,0,away,9.0,209.5,-460.0,365.0,6.0,104.0,0.0,0,False
2017,2016-10-26,True,False,hou,lal,114,120,38,33,25,18,0,38,25,27,30,0,away,6.0,225.0,-260.0,210.0,1.5,115.0,0.0,1,True
2017,2016-10-26,True,False,sac,phx,113,94,30,27,27,29,0,19,19,29,27,0,home,3.0,211.5,130.0,-150.0,6.5,107.0,0.0,0,False
2017,2016-10-26,True,False,cha,mil,107,96,32,24,27,24,0,24,17,25,30,0,away,1.5,195.0,-120.0,100.0,3.5,97.0,1.0,1,False
2017,2016-10-26,True,False,dal,ind,121,130,21,31,33,30,6,33,26,35,21,15,home,5.5,204.5,185.0,-215.0,1.0,103.5,1.0,1,True
2017,2016-10-26,True,False,bkn,bos,117,122,31,27,23,36,0,33,31,33,25,0,home,11.5,212.5,601.0,-902.0,5.0,109.0,0.0,1,True
2017,2016-10-26,True,False,mia,orl,108,96,23,27,30,28,0,27,26,16,27,0,home,3.0,200.0,135.0,-155.0,1.0,99.5,0.0,1,False
2017,2016-10-26,True,False,min,mem,98,102,32,27,16,23,0,29,21,26,26,0,away,1.5,199.0,-120.0,100.0,2.0,100.0,0.0,1,True
2017,2016-10-26,True,False,det,tor,91,109,23,23,25,20,0,33,25,28,23,0,home,6.0,197.0,210.0,-260.0,0.5,98.0,1.0,1,True
2017,2016-10-27,True,False,wsh,atl,99,114,27,29,24,19,0,29,28,24,33,0,home,3.5,201.5,155.0,-175.0,2.0,101.0,1.0,1,True
2017,2016-10-27,True,False,bos,chi,99,105,20,29,24,26,0,30,27,22,26,0,home,1.0,208.5,-105.0,-115.0,2.0,106.5,1.0,0,True
2017,2016-10-27,True,False,lac,por,114,106,28,30,24,32,0,27,22,33,24,0,away,2.5,210.0,-140.0,120.0,2.0,105.5,1.0,1,False
2017,2016-10-27,True,False,sa,sac,102,94,27,26,23,26,0,29,28,14,23,0,away,7.5,203.0,-360.0,295.0,7.5,107.5,1.0,0,False
2017,2016-10-28,True,False,gs,no,122,114,32,27,33,30,0,22,28,31,33,0,away,12.5,223.5,-1000.0,700.0,5.0,110.5,0.0,1,False
2017,2016-10-28,True,False,lal,utah,89,96,27,16,22,24,0,28,20,17,31,0,home,9.0,202.0,370.0,-465.0,4.0,100.0,0.0,0,True
2017,2016-10-28,True,False,hou,dal,106,98,24,28,25,29,0,24,26,17,31,0,away,2.0,218.5,-130.0,110.0,1.0,107.0,1.0,0,False
2017,2016-10-28,True,False,cha,mia,97,91,21,25,27,24,0,23,34,20,14,0,away,1.5,197.0,-120.0,100.0,4.0,97.5,1.0,0,False
2017,2016-10-28,True,False,phx,okc,110,113,40,13,30,19,8,25,24,28,25,11,home,7.5,209.0,280.0,-345.0,7.5,107.0,0.0,1,True
2017,2016-10-28,True,False,ind,bkn,94,103,27,21,31,15,0,20,32,20,31,0,away,5.5,218.5,-230.0,190.0,6.5,109.5,0.0,0,True
2017,2016-10-28,True,False,cle,tor,94,91,28,22,21,23,0,23,17,27,24,0,away,2.5,205.5,-145.0,125.0,2.0,100.5,1.0,0,False
2017,2016-10-28,True,False,orl,det,82,108,22,9,20,31,0,24,30,32,22,0,home,4.0,195.0,160.0,-180.0,4.0,96.0,1.0,0,True
2017,2016-10-29,True,False,ind,chi,101,118,20,21,26,34,0,24,38,30,26,0,home,3.5,209.5,145.0,-165.0,4.5,103.5,1.0,1,True
2017,2016-10-29,True,False,por,den,115,113,33,29,19,23,11,28,26,34,16,9,away,1.0,211.5,-125.0,105.0,1.5,104.5,1.0,1,False
2017,2016-10-29,True,False,no,sa,79,98,23,22,15,19,0,28,27,28,15,0,home,14.0,204.0,900.0,-1900.0,5.5,100.0,1.0,0,True
2017,2016-10-29,True,False,min,sac,103,106,34,31,12,26,0,25,29,31,21,0,home,0.0,203.0,-110.0,-110.0,3.5,101.0,1.0,1,True
2017,2016-10-29,True,False,mem,ny,104,111,19,30,28,27,0,32,25,25,29,0,home,3.0,198.5,135.0,-155.0,1.0,100.0,1.0,1,True
2017,2016-10-29,True,False,orl,cle,99,105,20,25,17,37,0,33,29,18,25,0,home,11.0,204.5,500.0,-800.0,1.5,101.0,0.0,0,True
2017,2016-10-29,True,False,bos,cha,104,98,28,16,27,33,0,19,22,31,26,0,away,2.5,202.5,-145.0,125.0,1.0,103.0,1.0,0,False
2017,2016-10-29,True,False,atl,phi,104,72,29,24,21,30,0,24,15,19,14,0,away,7.5,202.0,-370.0,285.0,0.5,103.0,1.0,0,False
2017,2016-10-29,True,False,bkn,mil,108,110,18,23,32,35,0,24,22,34,30,0,home,8.0,205.0,280.0,-360.0,3.5,104.0,0.0,1,True
2017,2016-10-30,True,False,dal,hou,92,93,25,28,17,22,0,34,29,17,13,0,home,6.0,213.5,200.0,-240.0,0.5,107.5,0.0,0,True
2017,2016-10-30,True,False,lal,okc,96,113,24,22,25,25,0,30,28,19,36,0,home,8.5,216.0,355.0,-450.0,1.0,107.0,1.0,0,True
2017,2016-10-30,True,False,sa,mia,106,99,24,28,25,29,0,19,25,28,27,0,away,6.5,194.0,-290.0,230.0,1.5,102.0,1.0,1,False
2017,2016-10-30,True,False,wsh,mem,103,112,22,32,23,23,3,27,31,20,22,12,away,3.5,204.5,-160.0,140.0,3.5,102.5,0.0,1,True
